SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,32554 Pacific Coast Hwy,Malibu,CA,90265,23500000,4,5.0,Malibu Beach,5232,82382,1962,227,4492,,Active,,,https://www.redfin.com/CA/Malibu/32554-Pacific-Coast-Hwy-90265/home/6858946,TheMLS,25580069,N,Y,34.0391146,-118.8840848
MLS Listing,,Single Family Residential,6009 Bonsall Dr,Malibu,CA,90265,21500000,2,3.0,Malibu,1728,261567,1957,69,12442,,Active,,,https://www.redfin.com/CA/Malibu/6009-Bonsall-Dr-90265/home/17243227,TheMLS,26642369,N,Y,34.0256479,-118.814631
MLS Listing,,Single Family Residential,28837 Selfridge Dr,Malibu,CA,90265,21500000,5,8.0,Malibu,8000,73829,2022,85,2688,,Active,,,https://www.redfin.com/CA/Malibu/28837-Selfridge-Dr-90265/home/23106512,TheMLS,25630597,N,Y,34.0191982,-118.7994388
MLS Listing,,Single Family Residential,7160 Dume Dr,Malibu,CA,90265,21500000,6,9.0,Malibu,9911,88860,1991,182,2169,,Active,,,https://www.redfin.com/CA/Malibu/7160-Dume-Dr-90265/home/6856352,TheMLS,25599965,N,Y,34.0069409,-118.8059925
MLS Listing,,Single Family Residential,30760 Broad Beach Rd,Malibu,CA,90265,20950000,7,8.0,Malibu Beach,5653,32202,1979,252,3706,,Active,,,https://www.redfin.com/CA/Malibu/30760-Broad-Beach-Rd-90265/home/6857919,TheMLS,25569585,N,Y,34.0306006,-118.8440065
MLS Listing,,Single Family Residential,23356 aka 107 Malibu Colony Rd,Malibu,CA,90265,20495000,5,5.0,Malibu Beach,3786,7728,1979,156,5413,,Active,,,https://www.redfin.com/CA/Malibu/23356-Malibu-Colony-Rd-90265/home/6853252,TheMLS,25610429,N,Y,34.031341,-118.6843116
MLS Listing,,Single Family Residential,6889 Dume Dr,Malibu,CA,90265,19995000,6,8.0,Malibu,8500,93426,,73,2352,,Active,,,https://www.redfin.com/CA/Malibu/6889-Dume-Dr-90265/home/22733347,TheMLS,26640045,N,Y,34.0129725,-118.8069988
MLS Listing,,Single Family Residential,23708 Malibu Colony Rd,Malibu,CA,90265,19995000,5,5.0,Malibu Beach,2502,9020,1928,71,7992,800,Active,,,https://www.redfin.com/CA/Malibu/23708-Malibu-Colony-Rd-90265/home/6854606,TheMLS,26640479,N,Y,34.0328225,-118.6918697
MLS Listing,,Single Family Residential,24380 Malibu Rd,Malibu,CA,90265,19995000,4,5.0,Malibu Beach,4600,6719,2015,83,4347,,Active,,,https://www.redfin.com/CA/Malibu/24380-Malibu-Rd-90265/home/6854666,TheMLS,26635211,N,Y,34.0299045,-118.7064111
MLS Listing,,Single Family Residential,25306 Malibu Rd,Malibu,CA,90265,19950000,4,5.0,Malibu Beach,4836,8064,2026,73,4125,,Active,,,https://www.redfin.com/CA/Malibu/25306-Malibu-Rd-90265/home/6855233,TheMLS,26639983,N,Y,34.0322871,-118.7261125
MLS Listing,,Vacant Land,30601 Morning View Dr,Malibu,CA,90265,19900000,,,Malibu,,232836,,62,,,Active,,,https://www.redfin.com/CA/Malibu/30601-Morning-View-Dr-90265/home/6857649,TheMLS,26644553,N,Y,34.0316472,-118.8361752
MLS Listing,,Vacant Land,28517 Pacific Coast Hwy,Malibu,CA,90265,19500000,,,Malibu,,226367,,9,,,Active,,,https://www.redfin.com/CA/Malibu/28517-Pacific-Coast-Hwy-90265/home/6856622,TheMLS,26668029,N,Y,34.0226201,-118.7938501
MLS Listing,,Single Family Residential,11768 Ellice St,Malibu,CA,90265,19100000,5,5.75,Malibu,7204,,2013,1,2651,,Pre On-Market,,,https://www.redfin.com/CA/Malibu/11768-Ellice-St-90265/home/22829772,Compass,2069681153629585017,N,Y,34.052741,-118.9599001
MLS Listing,,Single Family Residential,24818 Malibu Rd,Malibu,CA,90265,18999000,4,5.0,Malibu Beach,3182,6934,1990,28,5971,,Active,,,https://www.redfin.com/CA/Malibu/24818-Malibu-Rd-90265/home/6854714,TheMLS,26659779,N,Y,34.0317391,-118.7158483
MLS Listing,,Single Family Residential,32357 Pacific Coast Hwy,Malibu,CA,90265,18950000,5,9.0,Malibu,9975,121594,2019,85,1900,,Active,,,https://www.redfin.com/CA/Malibu/32357-Pacific-Coast-Hwy-90265/home/17532418,TheMLS,26633895,N,Y,34.0410625,-118.8783025
MLS Listing,,Single Family Residential,5941 Trancas Canyon Rd,Malibu,CA,90265,18950000,7,9.0,Malibu,7200,88189,2025,59,2632,,Active,,,https://www.redfin.com/CA/Malibu/5941-Trancas-Canyon-Rd-90265/home/6858298,TheMLS,26644727,N,Y,34.040617,-118.8494631
MLS Listing,,Single Family Residential,23018 Pacific Coast Hwy,Malibu,CA,90265,18500000,4,4.0,Malibu Beach,,5037,1955,10,,,Active,,,https://www.redfin.com/CA/Malibu/23018-Pacific-Coast-Hwy-90265/home/6853241,TheMLS,26662173,N,Y,34.0369686,-118.677151
MLS Listing,,Single Family Residential,27228 Escondido Beach Rd,Malibu,CA,90265,17995000,3,6.0,Malibu Beach,4090,9985,1984,30,4400,,Active,,,https://www.redfin.com/CA/Malibu/27228-Pacific-Coast-Hwy-90265/home/6855644,TheMLS,26657631,N,Y,34.0254634,-118.7671321
MLS Listing,,Single Family Residential,31376 Broad Beach Rd,Malibu,CA,90265,17975000,3,3.0,Malibu Beach,2532,12926,2025,100,7099,333,Active,,,https://www.redfin.com/CA/Malibu/31376-Broad-Beach-Rd-90265/home/6858458,TheMLS,25629959,N,Y,34.0355025,-118.8573151
MLS Listing,,Single Family Residential,29600 Harvester Rd,Malibu,CA,90265,17900000,6,9.0,Malibu,9351,143671,2023,36,1914,,Active,,,https://www.redfin.com/CA/Malibu/29600-Harvester-Rd-90265/home/22903324,TheMLS,26655881,N,Y,34.0287905,-118.8203729
MLS Listing,,Single Family Residential,30464 Morning View Dr,Malibu,CA,90265,17850000,5,5.0,Malibu,4176,63814,1980,69,4274,,Active,,,https://www.redfin.com/CA/Malibu/30464-Morning-View-Dr-90265/home/6857909,TheMLS,26641915,N,Y,34.0274019,-118.8348595
MLS Listing,,Single Family Residential,25002 Malibu Rd,Malibu,CA,90265,17500000,2,4.0,Malibu Beach,4358,7783,1969,59,4016,,Active,,,https://www.redfin.com/CA/Malibu/25002-Malibu-Rd-90265/home/6854736,TheMLS,26644909,N,Y,34.0315894,-118.719731
MLS Listing,,Single Family Residential,27314 Pacific Coast Hwy,Malibu,CA,90265,16995000,4,4.0,Malibu Beach,3861,15098,1947,192,4402,,Active,,,https://www.redfin.com/CA/Malibu/27314-Pacific-Coast-Hwy-90265/home/6855650,TheMLS,25596111,N,Y,34.0252482,-118.7686968
MLS Listing,,Single Family Residential,30718 Pacific Coast Hwy,Malibu,CA,90265,16950000,5,5.0,Malibu Beach,5238,20138,2001,10,3236,,Active,,,https://www.redfin.com/CA/Malibu/30718-Pacific-Coast-Hwy-90265/home/6857922,TheMLS,26668371,N,Y,34.029969,-118.8427664
MLS Listing,,Single Family Residential,6708 Wildlife Rd,Malibu,CA,90265,16890000,6,7.0,Malibu,6430,51560,,66,2627,,Active,,,https://www.redfin.com/CA/Malibu/6708-Wildlife-Rd-90265/home/40388812,TheMLS,26643137,N,Y,34.017751,-118.7963914
MLS Listing,,Single Family Residential,30125 Harvester Rd,Malibu,CA,90265,16495000,5,5.0,Malibu,5879,20685,,37,2806,,Active,,,https://www.redfin.com/CA/Malibu/30125-Harvester-Rd-90265/home/6858247,TheMLS,26656039,N,Y,34.0326706,-118.8298996
MLS Listing,,Single Family Residential,29200 Larkspur Ln,Malibu,CA,90265,16488000,6,7.0,Malibu,6375,69326,2026,13,2586,,Active,,,https://www.redfin.com/CA/Malibu/29200-Larkspur-Ln-90265/home/6857373,TheMLS,26666519,N,Y,34.0170314,-118.8086501
MLS Listing,,Single Family Residential,28022 Sea Lane Dr,Malibu,CA,90265,16450000,4,6.0,Malibu,4200,23526,1973,24,3917,,Active,,,https://www.redfin.com/CA/Malibu/28022-Sea-Lane-Dr-90265/home/6855710,TheMLS,26662193,N,Y,34.0240969,-118.783712
MLS Listing,,Single Family Residential,28867 Grayfox St,Malibu,CA,90265,16450000,0,,Malibu,,45868,1968,171,,,Active,,,https://www.redfin.com/CA/Malibu/28867-Grayfox-St-90265/home/6856229,TheMLS,25605643,N,Y,34.0122517,-118.7964565
MLS Listing,,Single Family Residential,7332 Birdview Ave,Malibu,CA,90265,16000000,6,6.0,Malibu,5716,60841,1949,76,2799,,Active,,,https://www.redfin.com/CA/Malibu/7332-Birdview-Ave-90265/home/6857271,TheMLS,26637469,N,Y,34.0045082,-118.8080931
MLS Listing,,Single Family Residential,26808 Malibu Cove Colony Dr,Malibu,CA,90265,16000000,3,5.0,Malibu Beach,5083,6591,1991,156,3148,842,Active,,,https://www.redfin.com/CA/Malibu/26808-Malibu-Cove-Colony-Dr-90265/home/6855608,TheMLS,25611451,N,Y,34.0260349,-118.7566277
MLS Listing,,Single Family Residential,26820 Malibu Cove Colony Dr,Malibu,CA,90265,15995000,5,6.0,Malibu Beach,4090,6330,1975,346,3911,416,Active,,,https://www.redfin.com/CA/Malibu/26820-Malibu-Cove-Colony-Dr-90265/home/6855606,TheMLS,25497739,N,Y,34.0259859,-118.7569548
MLS Listing,,Single Family Residential,27356 Escondido Beach Road Hwy,Malibu,CA,90265,15750000,4,5.0,Malibu Beach,2976,5044,,85,5292,,Active,April-5-2026 02:00 PM,April-5-2026 05:00 PM,https://www.redfin.com/CA/Malibu/27356-Escondido-Beach-Rd-90265/home/17523149,TheMLS,26634253,N,Y,34.0253499,-118.7674972
MLS Listing,,Single Family Residential,23515 Malibu Colony Rd,Malibu,CA,90265,15650000,5,5.0,Malibu,3029,8268,,83,5167,656,Active,,,https://www.redfin.com/CA/Malibu/23515-Malibu-Colony-Rd-90265/home/6854537,TheMLS,26635477,N,Y,34.0323709,-118.6868023
MLS Listing,,Single Family Residential,29225 Cliffside Dr,Malibu,CA,90265,15000000,4,5.0,Malibu,3700,50400,1975,122,4054,,Active,,,https://www.redfin.com/CA/Malibu/29225-Cliffside-Dr-90265/home/6857268,TheMLS,25622797,N,Y,34.0053607,-118.8055631
MLS Listing,,Single Family Residential,3140 Sweetwater Mesa Rd,Malibu,CA,90265,15000000,4,5.0,Malibu,5548,144274,1995,83,2704,542,Active,,,https://www.redfin.com/CA/Malibu/3140-Sweetwater-Mesa-Rd-90265/home/200123994,TheMLS,25630413,N,Y,34.043633,-118.672668
MLS Listing,,Single Family Residential,23255 Mariposa De Oro St,Malibu,CA,90265,15000000,6,8.0,Malibu,8564,43560,2003,83,1752,542,Active,,,https://www.redfin.com/CA/Malibu/23255-Mariposa-de-Oro-St-90265/home/22691455,TheMLS,25628633,N,Y,34.0435442,-118.6837279
MLS Listing,,Single Family Residential,27405 Pacific Coast Hwy,Malibu,CA,90265,14950000,7,11.0,Malibu,12504,86962,1992,22,1196,,Active,,,https://www.redfin.com/CA/Malibu/27405-Pacific-Coast-Hwy-90265/home/6855321,TheMLS,26663047,N,Y,34.0275388,-118.7716848
MLS Listing,,Single Family Residential,6525 Point Lechuza Dr,Malibu,CA,90265,14900000,4,4.0,Malibu Beach,3463,7219,2011,17,4303,,Active,,,https://www.redfin.com/CA/Malibu/6525-Point-Lechuza-Dr-90265/home/6858466,TheMLS,26664875,N,Y,34.0351326,-118.8614908
MLS Listing,,Single Family Residential,24146 Malibu Rd,Malibu,CA,90265,14750000,5,5.0,Malibu Beach,4320,6940,1976,85,3414,,Active,,,https://www.redfin.com/CA/Malibu/24146-Malibu-Rd-90265/home/6854639,TheMLS,26632653,N,Y,34.0309546,-118.7014568
MLS Listing,,Single Family Residential,5601 Kanan Dume Rd,Malibu,CA,90265,14500000,5,6.0,Malibu,6800,121968,2023,3,2132,,Active,,,https://www.redfin.com/CA/Malibu/5601-Kanan-Dume-Rd-90265/home/21916287,TheMLS,26666713,N,Y,34.0333862,-118.7997315
MLS Listing,,Single Family Residential,30830 Broad Beach Rd,Malibu,CA,90265,14495000,4,4.0,Malibu Beach,3882,20610,2012,69,3734,,Active,,,https://www.redfin.com/CA/Malibu/30830-Broad-Beach-Rd-90265/home/6858377,TheMLS,26642337,N,Y,34.0313808,-118.8448548
MLS Listing,,Single Family Residential,6093 Murphy Way,Malibu,CA,90265,14495000,7,9.0,Malibu,10500,81195,2014,63,1380,,Active,,,https://www.redfin.com/CA/Malibu/6093-Murphy-Way-90265/home/22132962,TheMLS,26645111,N,Y,34.0336209,-118.7837794
MLS Listing,,Single Family Residential,24928 Malibu Rd,Malibu,CA,90265,13995000,6,6.0,Malibu Beach,4250,6693,,28,3293,,Active,,,https://www.redfin.com/CA/Malibu/24928-Malibu-Rd-90265/home/6854728,TheMLS,26660475,N,Y,34.0315765,-118.7183269
MLS Listing,,Single Family Residential,29623 Cuthbert Rd,Malibu,CA,90265,13900000,5,8.0,Malibu,6782,63598,2024,69,2050,,Active,,,https://www.redfin.com/CA/Malibu/29623-Cuthbert-Rd-90265/home/6857707,TheMLS,26642503,N,Y,34.0339825,-118.819427
MLS Listing,,Single Family Residential,2900 Corral Canyon Rd,Malibu,CA,90265,13850000,4,5.0,Malibu,5690,209045,2008,56,2434,,Active,,,https://www.redfin.com/CA/Malibu/2900-Corral-Canyon-Rd-90265/home/21923082,TheMLS,26648033,N,Y,34.0453275,-118.7382982
MLS Listing,,Single Family Residential,30010 Andromeda Ln,Malibu,CA,90265,13695000,5,7.0,Malibu,7618,53799,2026,66,1798,,Active,,,https://www.redfin.com/CA/Malibu/30010-Andromeda-Ln-90265/home/6857658,TheMLS,26643393,N,Y,34.0346856,-118.8279822
MLS Listing,,Single Family Residential,32180 Mulholland Hwy,Malibu,CA,90265,13600000,7,11.0,Malibu,12508,247646,2024,22,1087,,Active,,,https://www.redfin.com/CA/Malibu/32180-Mulholland-Hwy-90265/home/6858630,TheMLS,26663275,N,Y,34.097169,-118.836344
MLS Listing,,Single Family Residential,27086 Malibu Cove Colony Dr,Malibu,CA,90265,13495000,4,5.0,Malibu Beach,3409,6286,1972,238,3959,500,Active,,,https://www.redfin.com/CA/Malibu/27086-Malibu-Cove-Colony-Dr-90265/home/6855610,TheMLS,25571489,N,Y,34.0256444,-118.7634377
MLS Listing,,Single Family Residential,24548 Malibu Rd,Malibu,CA,90265,13495000,2,4.0,Malibu Beach,3395,7147,1971,8,3975,,Active,,,https://www.redfin.com/CA/Malibu/24548-Malibu-Rd-90265/home/6854687,TheMLS,26662573,N,Y,34.0306968,-118.7104023
MLS Listing,,Single Family Residential,6815 Dume Dr,Malibu,CA,90265,13450000,5,7.0,Malibu,4704,120130,2004,30,2859,,Active,,,https://www.redfin.com/CA/Malibu/6815-Dume-Dr-90265/home/6857390,TheMLS,26659279,N,Y,34.0146046,-118.8067574
MLS Listing,,Single Family Residential,23741 Harbor Vista Dr,Malibu,CA,90265,13000000,4,6.0,Malibu,8545,53013,2026,45,1521,,Active,,,https://www.redfin.com/CA/Malibu/23741-Harbor-Vista-Dr-90265/home/6854946,TheMLS,26650841,N,Y,34.0419751,-118.6903558
MLS Listing,,Single Family Residential,23505 Malibu Colony Rd,Malibu,CA,90265,12750000,4,4.0,Malibu,2473,7334,1963,45,5156,441,Active,,,https://www.redfin.com/CA/Malibu/23505-Malibu-Colony-Rd-90265/home/6853281,TheMLS,26652579,N,Y,34.0324097,-118.6864638
MLS Listing,,Vacant Land,18904 Pacific Coast Hwy,Malibu,CA,90265,12500000,,,Malibu Beach,,25000,,209,,,Active,,,https://www.redfin.com/CA/Malibu/18904-Pacific-Coast-Hwy-90265/home/6852185,TheMLS,25587977,N,Y,34.0389738,-118.5872919
MLS Listing,,Single Family Residential,27349 Pacific Coast Hwy,Malibu,CA,90265,12495000,5,4.0,Malibu,3466,174458,1963,21,3605,,Active,,,https://www.redfin.com/CA/Malibu/27349-Pacific-Coast-Hwy-90265/home/6855326,TheMLS,26663703,N,Y,34.0292754,-118.7712258
MLS Listing,,Single Family Residential,26814 Malibu Cove Colony Dr,Malibu,CA,90265,12450000,5,6.0,Malibu Beach,4640,6059,1988,21,2683,802,Active,,,https://www.redfin.com/CA/Malibu/26814-Malibu-Cove-Colony-Dr-90265/home/6855607,TheMLS,26663235,N,Y,34.0260631,-118.7567859
MLS Listing,,Single Family Residential,31970 Pacific Coast Hwy,Malibu,CA,90265,12000000,4,5.0,Malibu,4181,14854,1974,17,2870,,Active,,,https://www.redfin.com/CA/Malibu/31970-Pacific-Coast-Hwy-90265/home/6858914,TheMLS,26665435,N,Y,34.0382821,-118.871417
MLS Listing,,Single Family Residential,26050 Pacific Coast Hwy,Malibu,CA,90265,11999000,6,5.0,Malibu Beach,4123,5323,1959,17,2910,,Active,,,https://www.redfin.com/CA/Malibu/26050-Pacific-Coast-Hwy-90265/home/6855268,TheMLS,26662999,N,Y,34.032803,-118.7428616
MLS Listing,,Single Family Residential,32597 Pacific Coast Hwy,Malibu,CA,90265,11995000,6,7.0,Malibu,7635,208223,1994,65,1571,,Active,,,https://www.redfin.com/CA/Malibu/32597-Pacific-Coast-Hwy-90265/home/8119313,TheMLS,26642855,N,Y,34.0409866,-118.884331
MLS Listing,,Single Family Residential,4732 Avenida Del Mar,Malibu,CA,90265,11995000,4,5.0,Malibu,6700,32640,2025,115,1790,,Active,,,https://www.redfin.com/CA/Malibu/4732-Avenida-del-Mar-90265/home/6858869,TheMLS,25626295,N,Y,34.0432651,-118.8905604
MLS Listing,,Single Family Residential,27336 Escondido Beach Rd,Malibu,CA,90265,11950000,5,6.0,Malibu Beach,4242,8728,1995,16,2817,,Active,,,https://www.redfin.com/CA/Malibu/27336-Pacific-Coast-Hwy-90265/home/6855653,TheMLS,26664981,N,Y,34.0249976,-118.7694411
MLS Listing,,Single Family Residential,32804 Pacific Coast Hwy,Malibu,CA,90265,11499000,4,4.0,Malibu Beach,4570,95947,2004,24,2516,,Active,,,https://www.redfin.com/CA/Malibu/32804-Pacific-Coast-Hwy-90265/home/8173218,TheMLS,26661693,N,Y,34.0398366,-118.8904314
MLS Listing,,Single Family Residential,24956 Malibu Rd,Malibu,CA,90265,11000000,2,3.0,Malibu Beach,1499,8086,1959,83,7338,,Active,,,https://www.redfin.com/CA/Malibu/24956-Malibu-Rd-90265/home/6854733,TheMLS,26635647,N,Y,34.0315279,-118.7192469
MLS Listing,,Single Family Residential,27044 Malibu Cove Colony Dr,Malibu,CA,90265,10995000,3,2.0,Malibu Beach,1800,7208,1961,266,6108,802,Active,,,https://www.redfin.com/CA/Malibu/27044-Malibu-Cove-Colony-Dr-90265/home/6855618,TheMLS,25563591,N,Y,34.025733,-118.7620582
MLS Listing,,Single Family Residential,21607 Rambla Vis,Malibu,CA,90265,10995000,5,6.0,Malibu,5965,81365,1956,132,1843,92,Active,,,https://www.redfin.com/CA/Malibu/21607-Rambla-Vis-90265/home/6852894,TheMLS,25616685,N,Y,34.0414254,-118.6460449
MLS Listing,,Single Family Residential,26908 Malibu Cove Colony Dr,Malibu,CA,90265,10925000,5,5.0,Malibu Beach,3354,7465,1974,162,3257,802,Active,,,https://www.redfin.com/CA/Malibu/26908-Malibu-Cove-Colony-Dr-90265/home/6855596,TheMLS,25608523,N,Y,34.0258296,-118.758531
MLS Listing,,Single Family Residential,11350 Pacific Coast Hwy,Malibu,CA,90265,10500000,4,5.0,Malibu Beach,4000,8712,1986,158,2625,,Active,,,https://www.redfin.com/CA/Malibu/11350-Pacific-Coast-Hwy-90265/home/4694219,TheMLS,25609651,N,Y,34.055278,-118.9669801
MLS Listing,,Single Family Residential,6110 Merritt Dr,Malibu,CA,90265,10450000,5,9.0,Malibu,10331,62159,1992,30,1012,,Active,,,https://www.redfin.com/CA/Malibu/6110-Merritt-Dr-90265/home/6857852,TheMLS,26659031,N,Y,34.0235316,-118.8192363
